code,country,year,width
SVN,Slovenia,1985,4
SVN,Slovenia,1986,4
SVN,Slovenia,1987,4
SVN,Slovenia,1988,5
SVN,Slovenia,1989,3
SVN,Slovenia,1990,4
SVN,Slovenia,1991,4
SVN,Slovenia,1992,3
SVN,Slovenia,1993,4
SVN,Slovenia,1994,3
SVN,Slovenia,1995,3
SVN,Slovenia,1996,4
SVN,Slovenia,1997,2
SVN,Slovenia,1998,2
SVN,Slovenia,1999,4
SVN,Slovenia,2000,3
SVN,Slovenia,2001,4
SVN,Slovenia,2002,4
SVN,Slovenia,2003,3
SVN,Slovenia,2004,3
SVN,Slovenia,2005,3
SVN,Slovenia,2006,4
SVN,Slovenia,2007,3
SVN,Slovenia,2008,4
SVN,Slovenia,2009,4
SVN,Slovenia,2010,4
SVN,Slovenia,2011,3
SVN,Slovenia,2012,5
SVN,Slovenia,2013,5
SVN,Slovenia,2014,3
SVN,Slovenia,2015,4
SVN,Slovenia,2016,4
SVN,Slovenia,2017,4
SVN,Slovenia,2018,4
SVN,Slovenia,2019,3
SVN,Slovenia,2020,4
SVN,Slovenia,2021,4
SVN,Slovenia,2022,3
SVN,Slovenia,2023,4
SVN,Slovenia,2024,4
SWE,Sweden,1950,7
SWE,Sweden,1951,6
SWE,Sweden,1952,6
SWE,Sweden,1953,6
SWE,Sweden,1954,6
SWE,Sweden,1955,6
SWE,Sweden,1956,6
SWE,Sweden,1957,6
SWE,Sweden,1958,5
SWE,Sweden,1959,5
SWE,Sweden,1960,5
SWE,Sweden,1961,5
SWE,Sweden,1962,5
SWE,Sweden,1963,5
SWE,Sweden,1964,5
SWE,Sweden,1965,5
SWE,Sweden,1966,4
SWE,Sweden,1967,5
SWE,Sweden,1968,5
SWE,Sweden,1969,5
SWE,Sweden,1970,5
SWE,Sweden,1971,4
SWE,Sweden,1972,4
SWE,Sweden,1973,4
SWE,Sweden,1974,5
SWE,Sweden,1975,4
SWE,Sweden,1976,3
SWE,Sweden,1977,4
SWE,Sweden,1978,4
SWE,Sweden,1979,5
SWE,Sweden,1980,5
SWE,Sweden,1981,5
SWE,Sweden,1982,5
SWE,Sweden,1983,6
SWE,Sweden,1984,4
SWE,Sweden,1985,5
SWE,Sweden,1986,5
SWE,Sweden,1987,4
SWE,Sweden,1988,5
SWE,Sweden,1989,5
SWE,Sweden,1990,5
SWE,Sweden,1991,5
SWE,Sweden,1992,6
SWE,Sweden,1993,6
SWE,Sweden,1994,4
SWE,Sweden,1995,4
SWE,Sweden,1996,5
SWE,Sweden,1997,4
SWE,Sweden,1998,5
SWE,Sweden,1999,5
SWE,Sweden,2000,5
SWE,Sweden,2001,4
SWE,Sweden,2002,4
SWE,Sweden,2003,5
SWE,Sweden,2004,5
SWE,Sweden,2005,5
SWE,Sweden,2006,5
SWE,Sweden,2007,4
SWE,Sweden,2008,4
SWE,Sweden,2009,4
SWE,Sweden,2010,4
SWE,Sweden,2011,4
SWE,Sweden,2012,4
SWE,Sweden,2013,4
SWE,Sweden,2014,5
SWE,Sweden,2015,5
SWE,Sweden,2016,5
SWE,Sweden,2017,5
SWE,Sweden,2018,5
SWE,Sweden,2019,4
SWE,Sweden,2020,4
SWE,Sweden,2021,4
SWE,Sweden,2022,5
SWE,Sweden,2023,3
SWE,Sweden,2024,3
TWN,Taiwan,1950,9
TWN,Taiwan,1951,8
TWN,Taiwan,1952,8
TWN,Taiwan,1953,8
TWN,Taiwan,1954,9
TWN,Taiwan,1955,8
TWN,Taiwan,1956,8
TWN,Taiwan,1957,7
TWN,Taiwan,1958,7
TWN,Taiwan,1959,6
TWN,Taiwan,1960,6
TWN,Taiwan,1961,5
TWN,Taiwan,1962,5
TWN,Taiwan,1963,5
TWN,Taiwan,1964,5
TWN,Taiwan,1965,4
TWN,Taiwan,1966,4
TWN,Taiwan,1967,4
TWN,Taiwan,1968,4
TWN,Taiwan,1969,4
TWN,Taiwan,1970,4
TWN,Taiwan,1971,4
TWN,Taiwan,1972,4
TWN,Taiwan,1973,4
TWN,Taiwan,1974,3
TWN,Taiwan,1975,4
TWN,Taiwan,1976,4
TWN,Taiwan,1977,4
TWN,Taiwan,1978,4
TWN,Taiwan,1979,4
TWN,Taiwan,1980,4
TWN,Taiwan,1981,4
TWN,Taiwan,1982,4
TWN,Taiwan,1983,4
TWN,Taiwan,1984,3
TWN,Taiwan,1985,3
TWN,Taiwan,1986,4
TWN,Taiwan,1987,4
TWN,Taiwan,1988,3
TWN,Taiwan,1989,3
TWN,Taiwan,1990,3
TWN,Taiwan,1991,4
TWN,Taiwan,1992,4
TWN,Taiwan,1993,4
TWN,Taiwan,1994,3
TWN,Taiwan,1995,3
TWN,Taiwan,1996,3
TWN,Taiwan,1997,4
TWN,Taiwan,1998,3
TWN,Taiwan,1999,4
TWN,Taiwan,2000,4
TWN,Taiwan,2001,4
TWN,Taiwan,2002,3
TWN,Taiwan,2003,3
TWN,Taiwan,2004,4
TWN,Taiwan,2005,3
TWN,Taiwan,2006,5
TWN,Taiwan,2007,4
TWN,Taiwan,2008,4
TWN,Taiwan,2009,5
TWN,Taiwan,2010,4
TWN,Taiwan,2011,4
TWN,Taiwan,2012,4
TWN,Taiwan,2013,4
TWN,Taiwan,2014,3
TWN,Taiwan,2015,5
TWN,Taiwan,2016,4
TWN,Taiwan,2017,4
TWN,Taiwan,2018,4
TWN,Taiwan,2019,4
TWN,Taiwan,2020,4
TWN,Taiwan,2021,3
TWN,Taiwan,2022,4
TWN,Taiwan,2023,4
TWN,Taiwan,2024,4
UKR,Ukraine,1959,4
UKR,Ukraine,1960,4
UKR,Ukraine,1961,5
UKR,Ukraine,1962,4
UKR,Ukraine,1963,4
UKR,Ukraine,1964,4
UKR,Ukraine,1965,4
UKR,Ukraine,1966,4
UKR,Ukraine,1967,3
UKR,Ukraine,1968,4
UKR,Ukraine,1969,4
UKR,Ukraine,1970,4
UKR,Ukraine,1971,4
UKR,Ukraine,1972,4
UKR,Ukraine,1973,4
UKR,Ukraine,1974,4
UKR,Ukraine,1975,4
UKR,Ukraine,1976,4
UKR,Ukraine,1977,4
UKR,Ukraine,1978,3
UKR,Ukraine,1979,3
UKR,Ukraine,1980,3
UKR,Ukraine,1981,3
UKR,Ukraine,1982,3
UKR,Ukraine,1983,3
UKR,Ukraine,1984,3
UKR,Ukraine,1985,3
UKR,Ukraine,1986,3
UKR,Ukraine,1987,3
UKR,Ukraine,1988,3
UKR,Ukraine,1989,3
UKR,Ukraine,1990,2
UKR,Ukraine,1991,2
UKR,Ukraine,1992,2
UKR,Ukraine,1993,2
UKR,Ukraine,1994,2
UKR,Ukraine,1995,2
UKR,Ukraine,1996,2
UKR,Ukraine,1997,3
UKR,Ukraine,1998,3
UKR,Ukraine,1999,3
UKR,Ukraine,2000,3
UKR,Ukraine,2001,4
UKR,Ukraine,2002,5
UKR,Ukraine,2003,5
UKR,Ukraine,2004,4
UKR,Ukraine,2005,5
UKR,Ukraine,2006,5
UKR,Ukraine,2007,5
UKR,Ukraine,2008,6
UKR,Ukraine,2009,6
UKR,Ukraine,2010,5
UKR,Ukraine,2011,5
UKR,Ukraine,2012,4
UKR,Ukraine,2013,4
UKR,Ukraine,2014,6
UKR,Ukraine,2015,6
UKR,Ukraine,2016,6
UKR,Ukraine,2017,5
UKR,Ukraine,2018,6
UKR,Ukraine,2019,6
UKR,Ukraine,2020,6
UKR,Ukraine,2021,6
USA,United States of America,1950,6
USA,United States of America,1951,6
USA,United States of America,1952,5
USA,United States of America,1953,5
USA,United States of America,1954,4
USA,United States of America,1955,5
USA,United States of America,1956,4
USA,United States of America,1957,4
USA,United States of America,1958,4
USA,United States of America,1959,5
USA,United States of America,1960,4
USA,United States of America,1961,4
USA,United States of America,1962,4
USA,United States of America,1963,4
USA,United States of America,1964,5
USA,United States of America,1965,5
USA,United States of America,1966,4
USA,United States of America,1967,5
USA,United States of America,1968,5
USA,United States of America,1969,5
USA,United States of America,1970,6
USA,United States of America,1971,4
USA,United States of America,1972,6
USA,United States of America,1973,6
USA,United States of America,1974,6
USA,United States of America,1975,7
USA,United States of America,1976,7
USA,United States of America,1977,6
USA,United States of America,1978,7
USA,United States of America,1979,8
USA,United States of America,1980,8
USA,United States of America,1981,8
USA,United States of America,1982,8
USA,United States of America,1983,8
USA,United States of America,1984,7
USA,United States of America,1985,7
USA,United States of America,1986,8
USA,United States of America,1987,7
USA,United States of America,1988,7
USA,United States of America,1989,8
USA,United States of America,1990,7
USA,United States of America,1991,8
USA,United States of America,1992,9
USA,United States of America,1993,10
USA,United States of America,1994,10
USA,United States of America,1995,10
USA,United States of America,1996,10
USA,United States of America,1997,11
USA,United States of America,1998,11
USA,United States of America,1999,10
USA,United States of America,2000,10
USA,United States of America,2001,9
USA,United States of America,2002,9
USA,United States of America,2003,9
USA,United States of America,2004,7
USA,United States of America,2005,8
USA,United States of America,2006,9
USA,United States of America,2007,8
USA,United States of America,2008,8
USA,United States of America,2009,7
USA,United States of America,2010,7
USA,United States of America,2011,6
USA,United States of America,2012,6
USA,United States of America,2013,6
USA,United States of America,2014,5
USA,United States of America,2015,5
USA,United States of America,2016,6
USA,United States of America,2017,6
USA,United States of America,2018,5
USA,United States of America,2019,6
USA,United States of America,2020,6
USA,United States of America,2021,7
USA,United States of America,2022,7
USA,United States of America,2023,7
USA,United States of America,2024,6
